Person,Tweet,NEREntityCount,LengthOfTweet,Relevance,Sentiment
Charlie Sheen,"I'm, wait foooor it...*Charlie Sheen voice* #winning, duh",0,57,2,0
Charlie Sheen,Cruz adopts Charlie Sheen motto #Winning,3,40,1,0
Charlie Sheen,this one is so Charlie sheen foreshadowing,1,42,1,1
Charlie Sheen,"RT @thxUSA: And we'll end up with Donald Trump / Charlie Sheen losing to Hillary / Castro. @GarrettVentry",6,109,2,1
Charlie Sheen,"@Tea4Freedom Charlie Sheen is a big loser, Kasich probably has him on his short list",3,84,1,1
Charlie Sheen,@AmazingGreis is Bull Durham the one with Charlie Sheen? Love that one!,2,71,2,0
Charlie Sheen,Charlie Sheen investigated by elite anti-stalking unit...  ,2,59,2,1
Charlie Sheen,@bandupc it's was all love till Charlie sheen showed up him and magic,2,69,1,1
Charlie Sheen,@RoachTheSecond wow that's thought provoking mostly cause I just assumed it'd be Charlie sheen,2,94,2,1
Charlie Sheen,#SecretsOfTheAnimalKingdom Tigers are fed up now and are refusing to give Charlie Sheen another drop of blood.,2,110,1,1
Charlie Sheen,"@realDonaldTrump What a rational, reasonable, insightful man Mr. Knight is. I hear the big Trump endorsement will be from Charlie Sheen.",4,136,2,0
Charlie Sheen,Brett Rossi: Charlie Sheen Forced Me to Have an Abortion  #CharlieSheen,4,71,2,1
Charlie Sheen,"@Connie92837135 Must be a NEW sex scandal! He is Charlie Sheen ""winning"". He is a very confused man.",2,100,2,1
Charlie Sheen,RT @ryanhoward: Craziness just met Charlie Sheen at the All-star game.  Love it lol ,2,84,1,1
Charlie Sheen,Jeannie and Charlie Sheen have literally two scenes together yet their romance is more real and believable than... ,3,115,2,0
Charlie Sheen,Awkward interview with Charlie Sheen (w/ ReallyRealDonaldTrump) ,2,64,2,1
Charlie Sheen,"Someone just jogged my memory and I remembered the time I met Charlie Sheen back during his ""winning"" days.",2,107,1,0
Charlie Sheen,Charlie Sheen should be cast as JFK,3,35,1,0
Charlie Sheen,My plan for the evening is to snort a line of cocaine that Charlie Sheen would be proud of,2,90,2,0
Charlie Sheen,That boi said Charlie sheen is his clone,2,40,2,0
Russell Crowe,"""I would fuck the crap out of Russell Crowe until he cried""",2,59,1,1
Russell Crowe,And baby Russell Crowe I mean for cryin out loud,2,48,2,1
Russell Crowe,"@Filmdrunk she's pretty, but she's not a very solid actor. And the Russell Crowe starts flopping around on the floor like dying fish",2,132,2,1
Russell Crowe,@NBAonTNT Donatas Motiejunas looks like a Yong Russell Crowe.,5,61,2,0
Russell Crowe,"RT @RayRaySharpay: ""I don't understand what this guys saying"" none of us understand Russell Crowe in this movie it's ok",3,119,2,1
Russell Crowe,RT @HandsInWheat: The original wheat caress: Gladiator!  Russell Crowe knows his way around wheat. I could watch this scene all day. ,2,133,2,0
Russell Crowe,Russell Crowe just asked his 2 MILLION twitter followers to vote in the VIP Style Awards - Goss.ie ,2,99,2,0
Russell Crowe,Excited for Russell Crowe to visit each of our private homes and ask us to please see THE NICE GUYS,2,99,2,0
Russell Crowe,"Yea, I'd definitely party with Russell Crowe",2,44,1,0
Russell Crowe,Russell Crowe has gotten fat,2,28,2,1
Russell Crowe,"Russell Crowe and Ryan Gosling in a movie together?! Yes, please!",4,65,2,0
Russell Crowe,"RT @milkbubbletea: We met Russell Crowe after a 7hr drive across the Nevada desert He was so kind, polite &amp; crushed my hand shaking it htt",2,142,1,0
Russell Crowe,"RT @rian5ca: Gareth Davies was trying to ask a question and Fury said ""We can't hear you Gareth Russell Crowe, turn the mic on you idiot"" L",6,139,2,1
Russell Crowe,The new Ryan Gosling and Russell Crowe movie looks hilarious ,4,61,2,0
Russell Crowe,"@russellcrowe WOWOWOW WE ARE 2 MILLIONS FOLLOWING YOU!!!! AD MAIORA, HER MAJESTY RUSSELL CROWE!!!! #Russellcrowe MY FAV ACTOR&amp;SINGER ",2,137,1,0
Russell Crowe,these finals really suck but I can honestly say they're still less painful than Russell Crowe in Les Mis,2,104,1,1
Russell Crowe,#FathersandDaughters is such a deep and melancholic film. Great acting by Russell Crowe + Amanda Seyfried...Such quality.  #amazing #wow,4,136,2,0
Russell Crowe,That new Russell Crowe buddy comedy looks so great because Russell Crowe is so light and comedic and fun.,4,105,1,0
Russell Crowe,"@DivineWolfwood @vampirecoffee also, Russell Crowe must be punished.",2,68,2,1
Russell Crowe,new pic of russell crowe and OMG wow !!!,0,40,1,0
Russell Crowe,@warmbagel your friend lowkey look like Russell Crowe..,2,55,2,0
Russell Crowe,A Good Year Movie with Russell Crowe  ,2,38,2,0
Russell Crowe,THIS IS TOO MUCH PLEASE PRAY FOR ME TO MEET RUSSELL CROWE ,2,58,1,0
Russell Crowe,just watched a beautiful mind. wow.  russell crowe is just an amazing actor ok,0,78,1,0
Russell Crowe,@studjarpad I DIDN'T KNOW REBEL WILSON WAS AUSSIE I'VE NEVER WATCHED ANY OF HER MOVIES AND SAME GOES FOR RUSSELL CROWE,3,118,2,1
Russell Crowe,Russell Crowe is very underrated actor.,2,39,1,0
Russell Crowe,I have such a huge crush on Russell Crowe I want him to destroy me,2,66,1,0
Russell Crowe,@russellcrowe RUSSELL CROWE suffering much,2,42,2,1
Russell Crowe,@starrysynapses if it involves Russell Crowe singing. No.,2,57,1,1
Russell Crowe,RT @motherinlondon: @JanEllis_writer Yes  I was in absolute tears! Russell Crowe is excellent x,2,95,1,0
Russell Crowe,RT @Shit_Pitches: Russell Crowe is a maverick postman who painstakingly rewrites every single letter he delivers in a language nobody can u,2,139,1,1
Russell Crowe,Second couples therapy session! Seems like things between Ryan Gosling and Russell Crowe aren't going so well...... ,4,116,2,1
Russell Crowe,Do I look like a young Russell Crowe? I'm not seeing it. That dude was drunk...,2,79,2,1
Russell Crowe,.... russell crowe is real ..... he exists and he BREATHES our air... he has blood running though his veins... he EXISTS,0,120,1,0
